IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP2;IC_GROUP0;IC_GROUP1;IC_GROUP2
262;Платье Весенняя Легкость;134;Y;;;/iblock/486/4861d35607734c1830677f18b75a3002.jpg;;text;;"Трикотажное платье без рукавов и округлым вырезом горловины. Небольшие складки по линии талии и широкий втачной пояс формируют привлекательный силуэт. Отличный выбор для ярких будней.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Вырез горловины:</b> Округлый вырез</li>

							<li><b>Длина изделия:</b> Миди, 92.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 57.0 см</li>

							<li><b>Покрой:</b> Приталенный</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>";html;dress-spring-ease;750;;/iblock/4b1/4b1ea9b1fb1b2648e8927ed6b91f7811.jpg;Платья;;
262;Платье Весенняя Легкость;134;Y;;;/iblock/486/4861d35607734c1830677f18b75a3002.jpg;;text;;"Трикотажное платье без рукавов и округлым вырезом горловины. Небольшие складки по линии талии и широкий втачной пояс формируют привлекательный силуэт. Отличный выбор для ярких будней.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Вырез горловины:</b> Округлый вырез</li>

							<li><b>Длина изделия:</b> Миди, 92.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 57.0 см</li>

							<li><b>Покрой:</b> Приталенный</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>";html;dress-spring-ease;750;;/iblock/8aa/8aa0d965580f6be5e8067594842150ea.jpg;Платья;;
262;Платье Весенняя Легкость;134;Y;;;/iblock/486/4861d35607734c1830677f18b75a3002.jpg;;text;;"Трикотажное платье без рукавов и округлым вырезом горловины. Небольшие складки по линии талии и широкий втачной пояс формируют привлекательный силуэт. Отличный выбор для ярких будней.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Вырез горловины:</b> Округлый вырез</li>

							<li><b>Длина изделия:</b> Миди, 92.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 57.0 см</li>

							<li><b>Покрой:</b> Приталенный</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>";html;dress-spring-ease;750;;/iblock/0b7/0b7bd810ae7e4681447bd361c0c85921.jpg;Платья;;
307;Нижнее белье Интимный Вечер;139;Y;;;/iblock/838/838a48411c79782c5c662d754008f867.jpg;;text;;"Великолепные трусики, оформленные полупрозрачными вставками, станут Вашими верными спутниками на каждый день. Ведь они такие удобные - будут сидеть как влитые, не доставляя ни капли дискомфорта.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>По назначению:</b> Повседневные</li>

							<li><b>Габариты предметов:</b> Высота посадки, 22.5 см</li>

							<li><b>Сезон: </b>круглогодичный</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Страна бренда:</b> Франция</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>";html;lingerie-intimate-evening;430;;;Нижнее белье;;
350;Нижнее белье Ночь наступает;143;Y;;;/iblock/e55/e55357e066a185b14bbfd3745088ce27.jpg;;text;;"Милые и удобные трусики фирмы Vis-a-vis. Украшены очаровательным кружевом. Прекрасно сядут по фигуре и обеспечат максимальный комфорт. В комплекте двое трусиков.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Декоративные элементы:</b> Кружево</li>

							<li><b>По назначению:</b> Повседневные</li>

							<li><b>Габариты предметов: </b>Высота посадки, 23.0 см</li>

							<li><b>Сезон:</b> круглогодичный</li>

							<li><b>Пол: </b>Женский </li>

							<li><b>Страна бренда:</b> Россия</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>";html;lingerie-night;500;;/iblock/1e3/1e3350c5a5fa3c9c0f60b3a72c024337.jpg;Нижнее белье;;
350;Нижнее белье Ночь наступает;143;Y;;;/iblock/e55/e55357e066a185b14bbfd3745088ce27.jpg;;text;;"Милые и удобные трусики фирмы Vis-a-vis. Украшены очаровательным кружевом. Прекрасно сядут по фигуре и обеспечат максимальный комфорт. В комплекте двое трусиков.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Декоративные элементы:</b> Кружево</li>

							<li><b>По назначению:</b> Повседневные</li>

							<li><b>Габариты предметов: </b>Высота посадки, 23.0 см</li>

							<li><b>Сезон:</b> круглогодичный</li>

							<li><b>Пол: </b>Женский </li>

							<li><b>Страна бренда:</b> Россия</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>";html;lingerie-night;500;;/iblock/07f/07fb74367f878cc26756e046fb0f843f.jpg;Нижнее белье;;
350;Нижнее белье Ночь наступает;143;Y;;;/iblock/e55/e55357e066a185b14bbfd3745088ce27.jpg;;text;;"Милые и удобные трусики фирмы Vis-a-vis. Украшены очаровательным кружевом. Прекрасно сядут по фигуре и обеспечат максимальный комфорт. В комплекте двое трусиков.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Декоративные элементы:</b> Кружево</li>

							<li><b>По назначению:</b> Повседневные</li>

							<li><b>Габариты предметов: </b>Высота посадки, 23.0 см</li>

							<li><b>Сезон:</b> круглогодичный</li>

							<li><b>Пол: </b>Женский </li>

							<li><b>Страна бренда:</b> Россия</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>";html;lingerie-night;500;;/iblock/aa7/aa7a1958fd7503b63bef11879c9b7722.jpg;Нижнее белье;;
350;Нижнее белье Ночь наступает;143;Y;;;/iblock/e55/e55357e066a185b14bbfd3745088ce27.jpg;;text;;"Милые и удобные трусики фирмы Vis-a-vis. Украшены очаровательным кружевом. Прекрасно сядут по фигуре и обеспечат максимальный комфорт. В комплекте двое трусиков.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Декоративные элементы:</b> Кружево</li>

							<li><b>По назначению:</b> Повседневные</li>

							<li><b>Габариты предметов: </b>Высота посадки, 23.0 см</li>

							<li><b>Сезон:</b> круглогодичный</li>

							<li><b>Пол: </b>Женский </li>

							<li><b>Страна бренда:</b> Россия</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>";html;lingerie-night;500;;/iblock/4dd/4ddb1453f587032e8ec65a0ba74f32f4.jpg;Нижнее белье;;
350;Нижнее белье Ночь наступает;143;Y;;;/iblock/e55/e55357e066a185b14bbfd3745088ce27.jpg;;text;;"Милые и удобные трусики фирмы Vis-a-vis. Украшены очаровательным кружевом. Прекрасно сядут по фигуре и обеспечат максимальный комфорт. В комплекте двое трусиков.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Декоративные элементы:</b> Кружево</li>

							<li><b>По назначению:</b> Повседневные</li>

							<li><b>Габариты предметов: </b>Высота посадки, 23.0 см</li>

							<li><b>Сезон:</b> круглогодичный</li>

							<li><b>Пол: </b>Женский </li>

							<li><b>Страна бренда:</b> Россия</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>";html;lingerie-night;500;;/iblock/d32/d329274abb5ae85dab82f97a70c230ee.jpg;Нижнее белье;;
323;Нижнее белье Ночь Морозных Узоров;140;Y;;;/iblock/b60/b60c4d6e0a96d73bf69f77d6ba7375e2.jpg;;text;;"Неглиже на широких бретельках украшено нежным кружевом. Эластичный материал не сковывает движения. Отличный вариант для женского гардероба. В комплекте трусики. Высота посадки трусов ок. 22 см.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина рукава: </b>Без рукавов</li>

							<li><b>Габариты предметов:</b> Длина, 65.0 см</li>

							<li><b>Сезон: </b>круглогодичный</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>";html;lingerie-night-frost-patterns;500;;/iblock/649/6499c2a6dbe496d08c2127594a1ab710.jpg;Нижнее белье;;
323;Нижнее белье Ночь Морозных Узоров;140;Y;;;/iblock/b60/b60c4d6e0a96d73bf69f77d6ba7375e2.jpg;;text;;"Неглиже на широких бретельках украшено нежным кружевом. Эластичный материал не сковывает движения. Отличный вариант для женского гардероба. В комплекте трусики. Высота посадки трусов ок. 22 см.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина рукава: </b>Без рукавов</li>

							<li><b>Габариты предметов:</b> Длина, 65.0 см</li>

							<li><b>Сезон: </b>круглогодичный</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>";html;lingerie-night-frost-patterns;500;;/iblock/aae/aaeed798e98fd982f28673204df91eb0.jpg;Нижнее белье;;
323;Нижнее белье Ночь Морозных Узоров;140;Y;;;/iblock/b60/b60c4d6e0a96d73bf69f77d6ba7375e2.jpg;;text;;"Неглиже на широких бретельках украшено нежным кружевом. Эластичный материал не сковывает движения. Отличный вариант для женского гардероба. В комплекте трусики. Высота посадки трусов ок. 22 см.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина рукава: </b>Без рукавов</li>

							<li><b>Габариты предметов:</b> Длина, 65.0 см</li>

							<li><b>Сезон: </b>круглогодичный</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>";html;lingerie-night-frost-patterns;500;;/iblock/851/8513d3e5788370fac0e1b74b74e9becc.jpg;Нижнее белье;;
323;Нижнее белье Ночь Морозных Узоров;140;Y;;;/iblock/b60/b60c4d6e0a96d73bf69f77d6ba7375e2.jpg;;text;;"Неглиже на широких бретельках украшено нежным кружевом. Эластичный материал не сковывает движения. Отличный вариант для женского гардероба. В комплекте трусики. Высота посадки трусов ок. 22 см.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина рукава: </b>Без рукавов</li>

							<li><b>Габариты предметов:</b> Длина, 65.0 см</li>

							<li><b>Сезон: </b>круглогодичный</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>";html;lingerie-night-frost-patterns;500;;/iblock/686/6867b1f1714592e206fca1d375e6e537.jpg;Нижнее белье;;
